,Comment,Emotion
551,want feel maybe something feeling convinced nvm state mind due deliberations,joy
552,hate feeling indecisive things keep emotions lock key,fear
553,feel like thing im nervous two kids,fear
554,feel artist puts forth piece work even ones agree respected even sake overcoming shackles society norms,joy
555,feel blessed able leave,joy
556,remember beauty truly eye beholder people see beautiful compliment statement valuable find person people want kick someone feeling vulnerable,fear
557,feel fearful,fear
558,set mind wanting specific item needing specific event specific time find ill end spending want feel pressured constraints,fear
559,reason wonder confused feel angered say youre selfish say youre cold,anger
560,im getting things done really need feel good,joy
561,im guessing everyone standing feeling timid moving crowd,fear
562,feel resolved less like smoking lungs today obviously happy,joy
563,would veer feeling utterly terrified utterly disorientated utterly queasy,fear
564,feeling bit rebellious today,anger
565,feel rich pass see penny,joy
566,know days feel distracted,anger
567,feel energetic fresh great things eye sight improved lot,joy
568,actually feel hopeful today,joy
569,walk whole distance sampled four five stretches came home feel charmed experience,joy
570,nodded proud decision procure pump feeling slightly smug,joy
571,cant help feel little jubilant walk arrivals gate,joy
572,hadnt read blog guys feel thrilled know,joy
573,feel like sociable anymore,joy
574,feel market somewhat dangerous position traders end wrong side right,anger
575,feeling quite mellow wanted soft easy look wear beginning cold,joy
576,feel passionate certain topic love backing position actual knowledge facts instead relying solely opinions,joy
577,get changed feeling insecure,fear
578,mostly feeling contentedly terrified,fear
579,im feeling rather inspired yet low enjoy writing even though may writing morbid things find way make interesting read,joy
580,still feel annoyed older sd always sick something mean always,anger
581,feeling restless quite grounded,fear
582,feel rewarded useful valuable anyway,joy
583,feeling reluctant whole day today thing feel like sticking ass benches ground heart heart talks favs staring space nothing,fear
584,might feel bit proud one left wrist turbillion watch made hong kong,joy
585,guess im feeling little rebellious,anger
586,difficult time allowing people nice things without feeling either insulted like debt,anger
587,feel indecisive whether feel book huckleberry finn censored,fear
588,im psyched stops thats kind good thing wont feel pressured go see everything hopefully relax focus making fun kids extension makes fun,fear
589,hate feeling im something get scared almost turn around walk away,fear
590,im relieved feel much like resolved almost nothing actually weird energy cant wait back camp even though ill hacking coughing spluttering day long,joy
591,feel outraged type thing,anger
592,begun feel though valuable contributions insights make within network professionals,joy
593,im currently struggling feeling offended drs office worried body heck wrong seriously contemplating getting tubes tied normal everyday things occupy minds given time,anger
594,cant sleep read happy posts go past one picnic day get happy im like james make happy love repeat soon feel jealous,anger
595,want tell feel disgusted hurt husband way laugh treats grandchildren treated husbands mum scream stop selfish bastard world revolve around,anger
596,want recless im feeling uptight put mamma headlock baby right whooooos got crack whooooooooos got crack whooooo got crack whos got craaaaaaack,fear
597,feel heartless heart hurts still feel feel much pain,anger
598,im feelin spiteful well actually visit house watch rally finland,anger
599,couldnt get sleep feeling quite irritable restless every time dropping sleep mosquito would land face squeal around ear,anger
600,miss much every moment feel like miss even like far away ever distracted,anger
601,still feel like somehow one family members horribly wronged tragic events transpired today,anger
602,feel like cant take anymore told boyfriend furious,anger
603,hate feeling im indecisive,fear
604,feel shy fact love inanimate things,fear
605,wanted knowing nothing stepped candyland make looking haggard left feeling radiant bag full products course,joy
606,feeling bit unsure im going give try anyway,fear
607,feel sincere wanting resolve grievances,joy
608,feel weird,fear
609,feeling cranky christmas,anger
610,could barely leave house feeling lot isolation hated lack control life everyone else knew moving,anger
611,would feel like hypocrite supporting palin reasons,joy
612,feel bit strange publishing beautiful photos,fear
613,im huge fan london grammar disclosure eyes perfect collaboration definitely helps make feel creative,joy
614,feel like mouse among men perpetually terrified,fear
615,ive started delve deep evaluate everything made feel insecure unworthy,fear
616,feel agitated,fear
617,really good mood work feeling playful,joy
618,feeling grouchy,anger
619,began feel less anxious,fear
620,monthe ago,anger
621,getting motivated losing weight getting healthy wearing outfit feeling fantastic,joy
622,cant explain truly feel words encapsulate ness currently ecstatic happy bouncy relieved energised mood dance wanting chocolate wanting socialise right smiley lose words express bah emo,joy
623,feel peaceful know made right decision,joy
624,bit comfort zone im feeling tad apprehensive,fear
